domain,text,action
玄幻,她轻挥衣袖，星河转动。,（施展星辰之力）
轻小说,她轻巧地跳过水坑，笑声如铃铛般清脆。,（跳跃并笑）
玄幻,她轻挥玉手，指尖迸发出耀眼的光芒。,（施展法术）
武打,她轻盈地跃起，脚尖轻点地面，如同燕子掠过水面。,（施展轻功飞跃）
轻小说,她轻盈转身，长发随风飘扬。,（优雅地转圈）
武打,她轻盈地跃起，双刀在空中划出两道寒光。,（跃起并挥刀）
都市,她快速穿过拥挤的街道，耳机里播放着激烈的音乐。,（快步行走，低头调整耳机）
日常,她快速扭头，看向窗外。,（突然转头）
侦探,侦探紧皱眉头，手指轻轻敲打着桌面。,（沉思并轻敲桌面）
科幻,她的手指轻轻滑过控制面板，全息投影立刻绽放出璀璨的星图。,（操作全息控制台）
生活,她轻轻拿起水杯，眼神柔和。,（喝水并微笑）
玄幻,指尖凝聚出一团幽蓝火焰。,（凝聚法力）
仙侠,她轻拂长袖，身形如风般掠过竹林。,（优雅地挥袖转身）
武打,她轻盈跃起，脚尖点地，转瞬间已至敌人身后。,（快速移动至敌后）
轻小说,月光下，她轻轻跃起，裙摆随风飘扬，仿佛与夜空中的星辰共舞。,（轻盈跳跃，裙摆飘动）
武打,她迅速转身，脚尖轻点地面。,（旋转踢向对手）
武打,她轻盈地跃起，脚尖轻点水面。,（空中旋转后稳稳落地）
日常,她轻轻放下手中的咖啡杯，嘴角露出一丝微笑。,（放下咖啡杯并微笑）
言情,她轻轻咬住下唇，眼中闪过一丝羞涩。,（低头避开目光）
玄幻,她轻挥法杖，空中绽放出璀璨光芒。,（施放魔法）
玄幻,她轻挥玉手，空中顿时凝结出无数冰晶，闪耀着寒光。,（施展冰系法术）
轻小说,她轻轻合上书本，嘴角露出一丝神秘的微笑。,（合书并微笑）
日常,她轻轻地把书合上，抬头望向远方。,（合书并远望）
日常,她轻轻拿起桌上的咖啡杯，眼神温柔地望向窗外。,（端起杯子并凝视远方）
玄幻,她的指尖闪烁着幽蓝的光芒，轻声念出古老的咒语。,（释放魔法能量）
玄幻,夜空中突然划过一道闪电，他缓缓张开手掌，掌心凝聚出一团幽蓝色的火焰。,（掌心凝聚幽蓝火焰）
仙侠,她轻拂衣袖，剑尖划出一道光弧。,（挥剑发出剑气）
日常,她轻轻放下茶杯，微微一笑。,（优雅地放下茶杯）
日常,她突然停下脚步，回头望了一眼。,（停下并回头）
武打,他迅速转身，双腿如剪刀般交叉踢出。,（施展回旋踢）
言情,她轻抚着他的脸，眼中含泪。,（温柔地抚摸）
言情,她轻咬下唇，眼中闪烁着泪光。,（低头掩饰情绪）
日常,她轻轻抿了一口咖啡，微微一笑。,（品尝咖啡并微笑）
玄幻,指尖轻点虚空，符文瞬间闪耀。,（施展神秘法术）
玄幻,她轻轻一挥手，空中浮现出璀璨的星光。,（施展星光魔法）
玄幻,老者轻挥衣袖，空中顿时凝聚出一道璀璨的剑光。,（挥袖凝聚剑光）
科幻,她快速按下控制面板上的红色按钮，警报声瞬间响起。,（紧急启动警报系统）
武打,她迅速转身，一脚踢向对方胸口。,（转身踢腿）
仙侠,她轻轻展开卷轴，嘴角微扬。,（展开神秘卷轴）
生活,她轻轻地把书放在桌上，然后深深吸了一口气。,（放下书并深呼吸）
日常,她轻轻端起茶杯，嘴角微微一笑。,（优雅地品茶）
武打,她轻巧地翻身，剑光如虹。,（空翻并挥剑）
武打,她轻盈地跃起，在空中划出一道优美的弧线，随后落地无声。,（完成一次完美的后空翻）
武打,她迅速转身，剑光一闪。,（挥剑斩向敌人）
都市,她迅速转身，留下一抹冷笑。,（转身离开）
玄幻,天空突然裂开，一道闪电划破长空，映照出她决绝的背影。,（召唤雷电）
日常,她轻轻地合上书本，抬头望向窗外。,（合书并望向窗外）
玄幻,她轻挥羽扇，风起云涌。,（召唤风暴）
轻小说,月光下，她轻轻抬起手，指尖闪烁着微弱的光芒。,（施展魔法）
侦探,侦探深吸一口气，眯着眼望向阴影处。,（警惕地凝视）
仙侠,她轻盈跃起，衣袂飘飘如仙子。,（飞跃至树梢）
都市,她迅速掏出手机，手指在屏幕上飞快滑动。,（快速操作手机）
玄幻,她轻挥长袖，风起云涌。,（施展风系法术）
日常,她轻轻叹了一口气，把手中的书放在桌上，目光望向窗外。,（放下书并望向窗外）
言情,她轻轻抬头，眼中闪烁着泪光。,（伸手轻触对方脸颊）
侦探,侦探迅速蹲下，手指轻触地板上的痕迹。,（蹲下检查痕迹）
生活,她轻抚着花朵，脸上洋溢着温柔的笑容。,（轻抚花瓣）
日常,她轻轻叹了口气，望向窗外的雨。,（叹息并望向窗外）
言情,她轻轻咬着下唇，眼中闪烁着泪光，低声说道：“你真的要走吗？,（低头咬唇，眼含泪光）
历史,在古老的战场上，将军拔出长剑，指向敌阵，士兵们紧随其后冲锋。,（拔剑并指挥冲锋）
仙侠,她轻挥衣袖，一道青光划破长空，直指远处的山峰。,（挥袖释放剑气）
武打,她迅速转身，刀光一闪。,（转身挥刀）
历史,皇帝沉默凝视远方，手握宝剑。,（沉思并紧握宝剑）
轻小说,她轻盈地转身，长发随风飘扬。,（优雅地旋转身体）
日常,她轻轻地叹了口气，低下头玩弄着衣角。,（叹气并低头）
玄幻,她轻挥玉手，星光随之流转。,（施展星辰法术）
科幻,外星飞船突然解体，黑暗中出现无数光点。,（飞船解体，光点闪烁）
侦探,她小心翼翼地拿起放大镜，在昏暗的灯光下仔细查看着那张泛黄的照片。,（使用放大镜检查照片）
玄幻,夜空中，一道闪电划破长空，他的身影在电光中显得格外神秘。,（挥动法杖召唤雷电）
生活,她轻轻拿起茶杯，微微一笑。,（优雅地品茶）
日常,她轻轻叹了口气，低头看着脚尖。,（低头叹气）
日常,她快速转身，脸上露出惊喜的笑容。,（转身并微笑）
玄幻,她轻挥玉手，星光四溅。,（施展星辰法术）
生活,她轻轻地叹了口气，望向远方。,（忧郁地远眺）
科幻,飞船突然加速，穿越星际。,（按下超光速按钮）
日常,她轻轻叹了口气，望向远方。,（叹息并远望）
武打,他迅速侧身，躲避迎面而来的攻击。,（敏捷侧身闪避）
玄幻,她指尖轻点，空中凝聚出一朵火焰莲花。,（施展法术召唤火焰）
日常,她轻轻合上书本，抬头望向窗外，嘴角露出一丝微笑。,（合书并微笑）
科幻,她启动了时光机器，周围的空间开始扭曲。,（按下启动按钮）
言情,她轻轻靠在他肩上，眼泪悄悄滑落。,（依偎并哭泣）
言情,她低头轻抚花瓣，嘴角微扬。,（轻柔地触碰花朵）
科幻,她迅速按下按钮，飞船瞬间启动超光速引擎。,（启动超光速引擎）
科幻,飞船突然加速，穿越了未知的星际空间。,（驾驶飞船穿越虫洞）
科幻,她迅速按下按钮，飞船瞬间加速穿越星际。,（按按钮加速飞船）
科幻,飞船在星空中划出一道耀眼的光芒，驾驶员紧握操纵杆，眼中闪烁着决心的光芒。,（加速穿越星际）
日常,她轻声哼着小曲，一边整理着桌上的书籍。,（整理书籍并哼歌）
言情,她轻咬下唇，眼中闪着泪光。,（低头掩饰情绪）
历史,秦始皇凝视远方，眉头紧锁。,（握紧拳头）
言情,她轻轻低头，眼角闪烁着泪光。,（低头擦泪）
生活,她轻轻抚摸着花瓣，脸上露出了温柔的微笑。,（轻柔地抚摸花朵）
玄幻,天空突然裂开，一道耀眼的光芒降临，她轻挥衣袖，召唤出古老的符文。,（施展召唤术）
玄幻,她轻挥法杖，口中念念有词。,（召唤元素精灵）
都市,她快速地穿过拥挤的街道，时不时回头张望。,（匆忙行走并四处张望）
科幻,她迅速按下按钮，飞船瞬间加速穿越星际。,（按下加速按钮）
都市,她快速穿过马路，不时回头张望。,（匆忙过马路并回头看）
玄幻,她轻挥玉手，指尖绽放出璀璨的光芒。,（施展魔法光芒）
玄幻,她轻挥长袖，星辰随之流转。,（施展星辰法术）
轻小说,月光下，她轻轻撩起长发，嘴角露出一抹神秘的微笑。,（撩发并微笑）
轻小说,她轻盈地跳过水坑，裙摆随风飘扬。,（跳跃并旋转）
言情,她轻抚着他的脸，眼中含泪。,（温柔触摸）
言情,她轻轻咬住下唇，眼中闪过一丝犹豫，最终还是伸出手，紧紧抓住了他的衣袖。,（咬唇并抓住衣袖）
武打,她迅速侧身，避开了迎面而来的攻击。,（侧身闪避）
生活,她轻轻地拿起那封尘封已久的信，眼泪不由自主地滑落。,（拿起信并哭泣）
言情,她轻轻低下头，脸颊微红。,（害羞地避开目光）
轻小说,月光下，她轻轻合上手中的魔法书，嘴角露出一抹神秘的微笑。,（合书并微笑）
日常,她轻轻拿起桌上的咖啡杯，眼神温柔地望向窗外。,（拿起咖啡杯并望向窗外）
仙侠,她轻挥玉手，剑光如水般流淌。,（施展剑诀）
言情,她轻抚着他的脸颊，眼中闪烁着泪光。,（轻抚脸颊并含泪注视）
生活,她轻轻拿起茶杯，微笑着望向窗外。,（端起茶杯并微笑）
日常,她轻轻地拿起水杯，小抿一口。,（喝水）
武打,她迅速转身，双腿如风般旋转。,（施展旋风腿）
侦探,侦探快速翻动档案，眉头紧锁。,（翻阅档案并思考）
轻小说,月光下，她轻轻合上书本，嘴角扬起一抹神秘的微笑。,（合上书本并微笑）
生活,她轻轻放下茶杯，微微一笑。,（优雅地放下茶杯）
玄幻,她轻挥羽扇，指尖闪烁奇异光芒。,（施展幻术）
科幻,光芒一闪，她瞬间消失了。,（使用光速传送）
科幻,她迅速按下控制面板上的红色按钮，整个空间站立刻被蓝色的能量场包围。,（按下按钮启动能量场）
日常,她轻快地跳下台阶，笑容灿烂地挥了挥手。,（跳跃并挥手）
日常,她轻轻拿起茶杯，嘴角露出微笑。,（优雅地品茶）
言情,她轻轻低头，嘴角微微上扬。,（害羞地微笑）
玄幻,她轻挥羽扇，风起云涌。,（召唤风暴）
言情,她轻轻咬着下唇，眼中闪烁着泪光。,（低头掩饰情绪）
武打,他快速转身，刀光闪烁。,（旋转身体并挥舞刀具）
玄幻,月光下，他闭目凝神，周身环绕着淡淡的蓝色灵气。,（双手结印，引导灵气）
历史,他紧握拳头，目光如炬地望向远方。,（握拳凝视远方）
日常,她轻轻放下茶杯，微微一笑。,（放下茶杯并微笑）
言情,她轻轻踮起脚尖，目光温柔地注视着他。,（轻轻靠近）
武打,她轻巧地跃起，在空中旋转一周。,（空中旋转踢腿）
生活,她轻轻放下茶杯，目光温柔地望向远方。,（放下茶杯并远眺）
玄幻,月光下，她手结印成诀，低声吟唱。,（结印呼唤灵兽）
日常,她轻轻放下杯子，嘴角微微上扬。,（放下杯子微笑）
玄幻,她轻挥玉手，空中凝聚出一道璀璨的光芒。,（施展法术）
仙侠,她轻挥长袖，剑气纵横。,（挥袖释放剑气）
科幻,她按下按钮，飞船瞬间跃迁。,（启动跃迁装置）
科幻,她的手指在透明键盘上飞速移动，全息屏幕上数据流如瀑布般倾泻。,（快速键入并观察数据流）
玄幻,她轻挥玉手，四周灵气汇聚成光。,（施法凝聚灵力）
侦探,侦探迅速翻开笔记本，目光如炬地扫视着线索。,（快速翻阅并注视）
武打,她身形一闪，如同幽灵般出现在对手身后，手中短剑寒光闪闪。,（快速移动并持剑威胁）
武打,他轻盈地跃起，在空中旋转一周，随后稳稳落地。,（施展空中翻转）
轻小说,少女轻轻合上书本，嘴角露出一丝神秘的微笑。,（合书并微笑）
轻小说,她轻盈地跳过水坑，嘴角扬起一抹神秘的微笑。,（跳跃并微笑）
言情,她轻轻低下头，脸颊泛起红晕。,（羞涩地转身避开目光）
玄幻,她指尖凝聚起一抹幽蓝的光芒，空气中弥漫着寒气。,（施展冰系法术）
科幻,飞船突然加速，星云在窗外扭曲变形。,（按下超光速推进按钮）
玄幻,她轻挥衣袖，星辰随之旋转。,（施展星辰法术）
轻小说,她轻轻合上书本，嘴角露出一抹神秘的微笑。,（合书并微笑）
玄幻,她轻挥玉手，周围顿时风起云涌。,（施展风系法术）
日常,她轻快地跳过水坑，脸上洋溢着笑容。,（跳过水坑）
历史,冷静放下羽毛笔，神情凝重。,（笔触渐停于书信）
武打,他迅速翻滚躲闪，随后一个鲤鱼打挺站起。,（翻滚后迅速起身）
生活,她轻轻拿起茶杯，微微一笑。,（优雅地品茶）
言情,她轻轻咬着嘴唇，眼含泪水。,（低头掩饰情感）
历史,诸葛亮缓缓展开地图，目光如炬地审视着。,（展开地图并审视）
轻小说,她的指尖轻触书页，嘴角微微上扬。,（轻轻翻页并微笑）
